MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty 50,     15721.50,     15755.05,     15755.55,     15667.05,     15680.00,531063087162.00,2925185881,Y, ,18728135,     15915.65,     10562.65
Y,NIFTY50 EQL Wgt,     17666.05,     17699.25,     17714.35,     17642.45,     17660.00,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 EQL Wgt,     18814.55,     18847.50,     18877.80,     18805.20,     18831.10,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 LowVol30,     12302.30,     12327.30,     12347.10,     12300.30,     12320.55,0,0,Y, ,0,          .00,          .00
Y,NIFTY Alpha 50,     27135.00,     27160.40,     27177.30,     26964.70,     27096.40,0,0,Y, ,0,          .00,          .00
Y,NIFTY MIDCAP 150,     10182.05,     10204.90,     10206.25,     10147.40,     10160.45,0,0,Y, ,0,     10316.30,      5642.10
Y,NIFTY SMLCAP 50,      4891.35,      4914.30,      4941.05,      4895.95,      4924.55,0,0,Y, ,0,      4949.60,      2204.25
Y,NIFTY SMLCAP 250,      8452.25,      8497.55,      8513.95,      8475.60,      8502.10,0,0,Y, ,0,      8513.95,      4126.50
Y,NIFTY MIDSML 400,      9559.30,      9590.05,      9594.00,      9546.55,      9562.85,0,0,Y, ,0,      9646.50,      5103.90
Y,NIFTY200 QUALTY30,     13433.05,     13466.20,     13500.05,     13439.20,     13469.85,0,0,Y, ,0,          .00,          .00
Y,Nifty FinSrv25 50,     16521.20,     16578.15,     16578.15,     16421.10,     16434.50,0,0,Y, ,0,          .00,          .00
Y,NIFTY AlphaLowVol,     15701.25,     15746.55,     15772.80,     15703.00,     15754.85,0,0,Y, ,0,          .00,          .00
Y,Nifty200Momentm30,     17842.65,     17902.95,     17916.20,     17805.60,     17834.25,0,0,Y, ,0,          .00,          .00
Y,Nifty100ESGSecLdr,      2682.20,      2687.00,      2687.10,      2673.15,      2675.40,0,0,Y, ,0,          .00,          .00
Y,Nifty IT,     29168.00,     29193.05,     29193.05,     28953.05,     29003.10,0,0,Y, ,0,     29311.55,     15148.50
Y,Nifty Next 50,     38513.25,     38588.30,     38727.00,     38524.55,     38642.25,0,0,Y, ,0,     39399.60,     25614.15
Y,Nifty Bank,     34772.20,     34866.00,     34917.65,     34650.95,     34684.00,0,0,Y, ,0,     37708.75,     20404.90
Y,NIFTY MIDCAP 100,     26970.75,     27023.05,     27025.35,     26841.05,     26882.60,0,0,Y, ,0,     27474.45,     14784.70
Y,Nifty 500,     13473.55,     13504.70,     13505.05,     13441.55,     13454.10,0,0,Y, ,0,     13634.35,      8650.60
Y,Nifty 100,     15959.40,     15992.20,     15992.75,     15913.30,     15928.10,0,0,Y, ,0,     16167.60,     10725.70
Y,Nifty Midcap 50,      7474.80,      7496.05,      7496.05,      7430.30,      7439.55,0,0,Y, ,0,      7656.15,      4083.85
Y,Nifty Realty,       343.95,       345.35,       347.50,       342.30,       342.80,0,0,Y, ,0,       365.60,       192.40
Y,Nifty Infra,      4339.25,      4348.75,      4352.75,      4321.30,      4327.35,0,0,Y, ,0,      4530.00,      2952.65
Y,Nifty Energy,     19822.40,     19870.40,     19894.15,     19680.70,     19708.55,0,0,Y, ,0,     21066.10,     14070.75
Y,Nifty FMCG,     36093.20,     36197.35,     36283.00,     36097.20,     36234.90,0,0,Y, ,0,     36565.25,     28969.35
Y,Nifty MNC,     17506.70,     17518.15,     17578.20,     17484.65,     17504.25,0,0,Y, ,0,     17606.50,     13180.90
Y,Nifty Pharma,     14308.90,     14327.40,     14465.35,     14294.40,     14442.45,0,0,Y, ,0,     14530.95,      9852.30
Y,Nifty PSE,      3609.45,      3618.90,      3620.80,      3595.20,      3604.65,0,0,Y, ,0,      3766.05,      2141.20
Y,Nifty PSU Bank,      2518.80,      2530.25,      2540.10,      2513.60,      2522.20,0,0,Y, ,0,      2660.60,      1232.55
Y,Nifty Serv Sector,     21889.75,     21940.00,     21940.00,     21775.15,     21791.10,0,0,Y, ,0,     22214.90,     13868.00
Y,India VIX,13.0450,13.0450,13.2825,12.3300,12.8400,0,0,Y, ,0,29.6450,10.6000
Y,Nifty Auto,     10600.35,     10620.15,     10744.10,     10619.55,     10687.70,0,0,Y, ,0,     11093.15,      6853.75
Y,Nifty Metal,      5215.80,      5234.55,      5255.40,      5194.75,      5207.40,0,0,Y, ,0,      5524.25,      1999.30
Y,Nifty Media,      1797.50,      1799.50,      1808.15,      1791.65,      1794.75,0,0,Y, ,0,      1927.25,      1270.20
Y,NIFTY SMLCAP 100,      9733.75,      9775.90,      9818.45,      9745.65,      9798.40,0,0,Y, ,0,      9824.05,      4686.55
Y,Nifty 200,      8325.55,      8342.55,      8342.75,      8300.10,      8307.85,0,0,Y, ,0,      8437.30,      5466.35
Y,Nifty Div Opps 50,      3345.80,      3351.15,      3351.45,      3336.05,      3340.35,0,0,Y, ,0,      3365.05,      2282.60
Y,Nifty Commodities,      5138.65,      5151.75,      5154.70,      5112.85,      5118.20,0,0,Y, ,0,      5323.50,      2811.70
Y,Nifty Consumption,      6330.20,      6347.05,      6381.70,      6343.90,      6370.00,0,0,Y, ,0,      6384.80,      4796.75
Y,Nifty Fin Service,     16444.10,     16496.50,     16500.50,     16361.25,     16376.85,0,0,Y, ,0,     17654.45,     10113.55
Y,Nifty50 Div Point,        72.08,        72.08,        72.08,        72.08,        72.08,0,0,Y, ,0,          .00,          .00
Y,Nifty100 Liq 15,      3963.20,      3972.05,      3975.40,      3949.80,      3953.95,0,0,Y, ,0,      4068.60,      2478.50
Y,Nifty CPSE,      2052.65,      2055.45,      2067.10,      2044.30,      2064.10,0,0,Y, ,0,      2125.45,      1252.35
Y,Nifty GrowSect 15,      7620.30,      7632.15,      7691.75,      7627.05,      7682.85,0,0,Y, ,0,      7694.25,      5019.95
Y,Nifty50 PR 2x Lev,      7429.20,      7460.25,      7460.25,      7377.65,      7389.30,0,0,Y, ,0,      7615.10,      3557.50
Y,Nifty50 PR 1x Inv,       279.70,       279.15,       280.70,       279.15,       280.45,0,0,Y, ,0,       414.70,       276.25
Y,Nifty50 TR 2x Lev,     10007.35,     10049.20,     10049.20,      9937.90,      9953.60,0,0,Y, ,0,     10248.65,      4683.45
Y,Nifty50 TR 1x Inv,       241.10,       240.60,       241.95,       240.60,       241.75,0,0,Y, ,0,       362.00,       238.25
Y,Nifty50 Value 20,      8064.55,      8073.40,      8073.75,      8036.75,      8051.45,0,0,Y, ,0,      8124.80,      5114.65
Y,Nifty Mid Liq 15,      6278.65,      6301.95,      6315.75,      6269.70,      6296.85,0,0,Y, ,0,      6506.30,      3430.30
Y,Nifty Pvt Bank,     18293.50,     18332.90,     18355.75,     18214.70,     18232.10,0,0,Y, ,0,     20068.55,     11219.00
Y,NIFTY100 Qualty30,      3619.85,      3627.50,      3634.35,      3619.70,      3627.90,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 8 13Yr,      2269.68,      2270.07,      2271.83,      2270.07,      2271.33,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr,      2063.74,      2064.08,      2066.33,      2064.08,      2065.71,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr Cln,       954.30,       954.30,       955.35,       954.30,       955.05,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 4 8Yr,      2419.89,      2420.27,      2421.65,      2420.27,      2421.39,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 11 15Yr,      2421.46,      2421.91,      2423.98,      2421.91,      2423.11,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 15YrPlus,      2593.07,      2593.57,      2593.57,      2590.88,      2592.30,0,0,Y, ,0,          .00,          .00
Y,Nifty GS Compsite,      2310.95,      2311.35,      2312.88,      2311.35,      2312.62,0,0,Y, ,0,          .00,          .00
 , , , , , , , , ,Y, , , , , , 
 , , , , , , , , ,Y, , , , , , 
 ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,ADANI PORT & SEZ LTD,       703.70,       706.00,       711.85,       700.00,       703.10,               5659840823.25,8035542,Y, ,111500,       901.00,       298.00
N,ASIAN PAINTS LIMITED,      2992.70,      3008.00,      3026.90,      2997.00,      3021.60,               2556846184.65,848235,Y, ,41304,      3092.85,      1645.10
N,AXIS BANK LIMITED,       748.30,       750.00,       754.40,       744.50,       746.45,               4264555186.85,5695690,Y, ,71561,       799.00,       400.15
N,BAJAJ AUTO LIMITED,      4133.85,      4141.00,      4250.00,      4141.00,      4204.55,               3184973961.30,755502,Y, ,50847,      4361.40,      2811.60
N,BAJAJ FINSERV LTD.,     12109.05,     12198.00,     12198.00,     11801.00,     11816.45,               3839398724.55,321521,Y, ,43679,     12520.00,      5400.00
N,BAJAJ FINANCE LIMITED,      6015.85,      6040.00,      6040.00,      5940.00,      5967.15,               6705695095.25,1120601,Y, ,76301,      6249.00,      2770.00
N,BHARTI AIRTEL LIMITED,       525.65,       529.00,       531.00,       522.00,       522.65,               3386693761.15,6454014,Y, ,129105,       623.00,       394.00
N,BHARAT PETROLEUM CORP  LT,       468.10,       468.10,       468.90,       462.00,       462.75,               1336011888.50,2878513,Y, ,40327,       493.90,       325.00
N,BRITANNIA INDUSTRIES LTD,      3649.65,      3640.00,      3661.00,      3580.65,      3595.80,               2217323888.50,612678,Y, ,23396,      4010.00,      3317.30
N,CIPLA LTD,       971.90,       977.20,       980.00,       967.20,       978.10,               2232692730.90,2291137,Y, ,58009,       997.00,       621.05
N,COAL INDIA LTD,       146.65,       146.60,       147.30,       145.50,       145.65,                827978905.05,5668038,Y, ,34005,       165.00,       109.55
N,DIVI'S LABORATORIES LTD,      4408.25,      4417.00,      4453.90,      4412.85,      4435.70,               1425156131.85,321217,Y, ,34047,      4453.90,      2090.05
N,DR. REDDY'S LABORATORIES,      5423.05,      5426.00,      5580.00,      5412.40,      5558.50,               4574612831.90,831550,Y, ,60582,      5580.00,      3814.00
N,EICHER MOTORS LTD,      2671.15,      2680.00,      2709.00,      2667.90,      2675.30,               1243533684.85,463026,Y, ,30624,     22339.95,      2015.20
N,GAIL (INDIA) LTD,       149.65,       150.70,       153.75,       150.00,       153.00,               1884228587.60,12360920,Y, ,57269,       170.30,        81.20
N,GRASIM INDUSTRIES LTD,      1498.75,      1503.25,      1508.35,      1489.00,      1500.30,                951167864.75,635048,Y, ,21139,      1547.00,       565.00
N,HCL TECHNOLOGIES LTD,       983.50,       987.00,       988.00,       975.15,       985.50,               2813869270.90,2861509,Y, ,58045,      1067.00,       550.30
N,HDFC LTD,      2475.25,      2480.00,      2491.35,      2456.00,      2459.40,               5401021707.75,2189447,Y, ,94623,      2896.00,      1623.00
N,HDFC BANK LTD,      1497.90,      1502.00,      1502.00,      1483.00,      1486.75,              12610824917.85,8455721,Y, ,177593,      1641.00,       993.00
N,HDFC LIFE INS CO LTD,       686.30,       689.50,       692.60,       682.80,       685.75,               1758003324.55,2556547,Y, ,77282,       746.00,       532.65
N,HERO MOTOCORP LIMITED,      2902.60,      2905.00,      2947.00,      2905.00,      2922.50,               1858909604.50,634751,Y, ,31961,      3629.05,      2468.00
N,HINDALCO  INDUSTRIES  LTD,       372.05,       372.30,       380.80,       372.00,       379.40,               3106224189.15,8232292,Y, ,76522,       427.50,       143.30
N,HINDUSTAN UNILEVER LTD.,      2471.30,      2484.00,      2484.00,      2463.00,      2478.00,               1818490478.75,735043,Y, ,46564,      2533.95,      2000.05
N,ICICI BANK LTD.,       630.90,       633.95,       637.40,       630.05,       630.85,               6663442948.60,10517081,Y, ,132773,       679.40,       333.75
N,INDUSIND BANK LIMITED,      1016.35,      1011.00,      1016.95,      1000.00,      1007.70,               3098595343.30,3070067,Y, ,49955,      1119.50,       472.00
N,INFOSYS LIMITED,      1580.80,      1576.85,      1576.85,      1559.05,      1560.40,               7537112360.90,4814317,Y, ,150925,      1591.00,       724.25
N,INDIAN OIL CORP LTD,       107.90,       107.90,       108.95,       107.35,       107.55,                950386241.70,8810812,Y, ,45786,       117.85,        71.65
N,ITC LTD,       202.70,       202.90,       203.80,       202.15,       203.00,               2069162649.25,10191296,Y, ,68663,       239.20,       163.35
N,JSW STEEL LIMITED,       683.90,       687.80,       690.00,       679.60,       680.55,               2824969880.70,4133198,Y, ,51489,       773.00,       185.65
N,KOTAK MAHINDRA BANK LTD,      1705.85,      1709.90,      1725.20,      1706.15,      1716.10,               5132465539.05,2988386,Y, ,75539,      2049.00,      1230.60
N,LARSEN & TOUBRO LTD.,      1500.55,      1497.10,      1503.00,      1480.15,      1492.30,               3068782389.25,2060651,Y, ,73577,      1593.00,       843.00
N,MAHINDRA & MAHINDRA LTD,       777.70,       778.00,       798.75,       774.90,       779.45,               4471219887.25,5697553,Y, ,90734,       952.05,       493.05
N,MARUTI SUZUKI INDIA LTD.,      7515.90,      7500.00,      7605.00,      7495.05,      7584.40,               4419858255.50,584331,Y, ,57959,      8329.00,      5650.00
N,NESTLE INDIA LIMITED,     17633.00,     17630.00,     17725.00,     17569.50,     17646.20,                471270022.40,26700,Y, ,8711,     18844.00,     15100.00
N,NTPC LTD,       116.40,       116.80,       117.80,       115.70,       117.35,               1457534008.20,12479506,Y, ,54145,       121.00,        78.10
N,OIL AND NATURAL GAS CORP.,       117.70,       117.75,       119.75,       117.30,       118.85,               1895176404.45,16012542,Y, ,76174,       128.50,        64.10
N,POWER GRID CORP. LTD.,       232.40,       232.55,       232.95,       230.20,       230.80,               2070668535.35,8957710,Y, ,60837,       251.50,       154.60
N,RELIANCE INDUSTRIES LTD,      2110.65,      2118.00,      2123.15,      2095.00,      2097.95,              12201907893.30,5784627,Y, ,196897,      2369.35,      1695.55
N,SBI LIFE INSURANCE CO LTD,      1008.15,      1009.00,      1017.40,      1002.60,      1006.90,                842865700.75,834379,Y, ,23523,      1044.70,       755.25
N,STATE BANK OF INDIA,       419.20,       420.30,       423.70,       417.15,       420.40,               6803546370.85,16161469,Y, ,146987,       441.95,       175.50
N,SHREE CEMENT LIMITED,     27504.60,     27600.00,     27600.20,     26946.00,     27059.95,               1824162888.00,67327,Y, ,18655,     32048.00,     18183.55
N,SUN PHARMACEUTICAL IND L,       675.45,       675.00,       685.80,       673.70,       684.15,               2798903981.70,4102748,Y, ,56886,       721.85,       452.25
N,TATA MOTORS LIMITED,       339.60,       341.50,       347.40,       341.20,       344.25,               9626455276.75,27944816,Y, ,201015,       360.75,        97.30
N,TATA STEEL LIMITED,      1166.60,      1171.90,      1176.80,      1156.45,      1163.55,               6549650935.90,5614928,Y, ,102568,      1246.85,       312.10
N,TATA CONSULTANCY SERV LT,      3345.75,      3358.00,      3362.00,      3332.35,      3341.50,               3311427478.80,990310,Y, ,63177,      3399.65,      2075.05
N,TECH MAHINDRA LIMITED,      1095.45,      1096.00,      1099.35,      1081.00,      1085.15,               1586616040.75,1459518,Y, ,49293,      1109.40,       536.05
N,TITAN COMPANY LIMITED,      1732.50,      1729.00,      1746.40,      1725.75,      1740.30,                986691470.25,567971,Y, ,23607,      1792.95,       935.00
N,ULTRATECH CEMENT LIMITED,      6776.00,      6777.30,      6799.50,      6690.00,      6707.25,               1840628981.10,274106,Y, ,32647,      7055.95,      3735.00
N,UPL LIMITED,       792.85,       796.00,       798.55,       786.45,       791.50,               1532295990.65,1933865,Y, ,37964,       864.70,       399.00
N,WIPRO LTD,       545.65,       545.00,       545.90,       538.00,       539.35,               2340853244.60,4329374,Y, ,73794,       564.00,       218.00
 , , , , , , , , ,N, , , , , , 
 ,NIFTY Next 50 Sec, , , , , , , ,N, , , , 
N,ABBOTT INDIA LIMITED,     16808.90,     16825.35,     16875.00,     16650.00,     16736.35,                135775172.05,8099,N, ,4218,     17350.00,     13959.80
N,ACC LIMITED,      2014.80,      2021.80,      2021.80,      1991.70,      1996.00,                672378052.35,335738,N, ,18569,      2078.00,      1253.00
N,ALKEM LABORATORIES LTD.,      3199.35,      3197.35,      3230.00,      3184.75,      3219.50,                270764397.60,84286,N, ,11898,      3259.00,      2325.00
N,AMBUJA CEMENTS LTD,       340.65,       341.30,       342.60,       338.60,       340.30,                649965306.95,1909998,N, ,22507,       351.50,       183.20
N,AUROBINDO PHARMA LTD,       965.20,       965.30,       978.00,       956.10,       968.05,               1762969349.25,1826444,N, ,30023,      1063.90,       738.05
N,BAJAJ HOLDINGS & INVS LTD,      3614.25,      3586.00,      3648.90,      3586.00,      3617.75,                 50109616.90,13824,N, ,3990,      3757.15,      2212.65
N,BANDHAN BANK LIMITED,       330.25,       332.40,       332.40,       325.50,       326.30,                792364042.20,2418000,N, ,36216,       430.70,       251.40
N,BANK OF BARODA,        85.90,        86.35,        87.00,        85.30,        86.05,               2723768960.35,31593866,N, ,54102,        99.85,        39.50
N,BERGER PAINTS (I) LTD,       805.10,       810.00,       810.00,       800.15,       809.00,                378278423.30,469367,N, ,14988,       842.75,       488.05
N,BIOCON LIMITED.,       404.45,       404.50,       409.90,       403.50,       406.15,                654843955.30,1608707,N, ,22733,       487.75,       363.25
N,BOSCH LIMITED,     15025.15,     15100.00,     15243.50,     14980.70,     15187.60,                267312949.30,17673,N, ,4393,     16830.05,     10909.05
N,CADILA HEALTHCARE LIMITED,       645.20,       649.10,       649.10,       633.15,       639.20,               3491520480.60,5465599,N, ,59357,       673.70,       347.05
N,COLGATE PALMOLIVE LTD.,      1685.80,      1702.00,      1737.45,      1691.15,      1708.20,               2048837080.95,1193157,N, ,47365,      1794.85,      1322.15
N,CONTAINER CORP OF IND LTD,       698.35,       700.50,       704.20,       685.80,       687.00,                631028835.65,912047,N, ,17420,       748.00,       351.00
N,DABUR INDIA LTD,       568.75,       572.40,       591.45,       569.90,       589.75,               3159545779.85,5398923,N, ,89858,       591.45,       458.10
N,DLF LIMITED,       281.10,       282.60,       285.95,       279.45,       280.25,               1385169606.90,4909910,N, ,42540,       332.70,       134.50
N,AVENUE SUPERMARTS LIMITED,      3344.10,      3373.70,      3373.70,      3305.00,      3315.65,                520385672.55,155967,N, ,17806,      3408.45,      1954.85
N,GENERAL INS CORP OF INDIA,       208.50,       209.00,       209.00,       203.00,       205.75,                191333805.35,932114,N, ,17292,       244.20,       115.00
N,GODREJ CONSUMER PRODUCTS,       870.25,       871.80,       892.25,       869.00,       888.05,               1607419916.50,1829407,N, ,38364,       942.35,       641.00
N,HAVELLS INDIA LIMITED,       980.20,       984.80,       997.20,       980.20,       989.00,               1195610831.25,1208575,N, ,39156,      1231.90,       562.20
N,HDFC AMC LIMITED,      2917.45,      2920.05,      2927.95,      2889.55,      2894.60,                417389813.45,144007,N, ,18208,      3358.90,      2070.05
N,HINDUSTAN PETROLEUM CORP,       293.20,       294.75,       296.95,       293.00,       296.20,                839451497.20,2842511,N, ,34439,       312.00,       162.90
N,HINDUSTAN ZINC LIMITED,       339.30,       337.60,       344.90,       336.25,       339.95,                433684671.10,1271970,N, ,21590,       362.10,       182.25
N,ICICI LOMBARD GIC LIMITED,      1567.00,      1578.00,      1594.45,      1555.05,      1558.80,                978361063.25,620571,N, ,40104,      1626.45,      1200.00
N,ICICI PRU LIFE INS CO LTD,       612.70,       612.50,       617.90,       611.65,       614.35,                288757952.10,469541,N, ,16417,       625.60,       397.55
N,INDRAPRASTHA GAS LTD,       557.75,       559.25,       573.00,       558.00,       570.60,               3046252523.15,5364609,N, ,71991,       594.85,       364.10
N,INTERGLOBE AVIATION LTD,      1716.95,      1717.00,      1747.00,      1717.00,      1742.60,                539547075.65,310710,N, ,17065,      1859.60,       875.25
N,L&T INFOTECH LIMITED,      4071.30,      4085.55,      4096.95,      3970.00,      4016.80,               1220119347.65,303755,N,XD,34199,      4483.00,      1890.15
N,LUPIN LIMITED,      1149.10,      1148.00,      1153.95,      1139.50,      1146.20,                941525511.70,821431,N, ,19632,      1267.65,       828.40
N,MARICO LIMITED,       530.80,       532.00,       540.00,       530.25,       534.90,               1090266893.50,2035996,N, ,30148,       543.80,       333.00
N,UNITED SPIRITS LIMITED,       661.65,       664.00,       666.85,       660.60,       663.95,                584365357.80,880033,N, ,28541,       684.00,       494.00
N,MOTHERSON SUMI SYSTEMS LT,       242.10,       242.45,       246.25,       238.80,       244.80,               2315243531.75,9514096,N, ,64883,       272.85,        91.40
N,MUTHOOT FINANCE LIMITED,      1481.65,      1484.95,      1484.95,      1465.00,      1470.35,                668269447.90,453878,N, ,21604,      1550.00,      1000.00
N,INFO EDGE (I) LTD,      4915.75,      4930.05,      5350.00,      4930.05,      5317.15,              18428419131.50,3526542,N, ,218685,      5880.00,      2725.00
N,NMDC LTD.,       184.10,       184.50,       185.45,       182.95,       184.45,               1759771485.15,9535688,N, ,44799,       213.20,        75.60
N,ORACLE FIN SERV SOFT LTD.,      3651.50,      3659.00,      3659.00,      3601.40,      3620.30,                120183761.15,33174,N, ,4497,      3795.00,      2706.70
N,PIRAMAL ENTERPRISES LTD,      2398.25,      2408.50,      2445.00,      2391.65,      2398.90,               1523998157.15,631914,N, ,31381,      2520.90,      1178.55
N,PETRONET LNG LIMITED,       225.80,       224.10,       224.80,       223.05,       223.35,                578550917.25,2584635,N,XD,20923,       280.75,       207.25
N,POWER FIN CORP LTD.,       128.80,       129.50,       129.55,       121.50,       121.95,               2856014204.75,23050917,N,XD,109454,       140.50,        78.85
N,P&G HYGIENE & HEALTH CARE,     13307.10,     13388.00,     13450.00,     13194.60,     13290.90,                 36219161.50,2717,N, ,1636,     14135.65,      9691.40
N,PIDILITE INDUSTRIES LTD,      2153.95,      2165.00,      2182.70,      2160.00,      2169.15,                565254476.90,260370,N, ,23271,      2185.90,      1306.95
N,PUNJAB NATIONAL BANK,        42.30,        42.40,        42.75,        42.15,        42.35,               3363410231.15,79292862,N, ,90786,        46.35,        26.30
N,SBI CARDS & PAY SER LTD,       970.40,       972.10,       984.75,       968.00,       980.95,               1768800773.30,1806696,N, ,76997,      1139.50,       626.35
N,SIEMENS LTD,      2021.05,      2029.00,      2045.00,      2012.25,      2019.85,                568197493.05,280698,N, ,20970,      2178.00,      1082.45
N,TATA CONSUMER PRODUCT LTD,       754.40,       755.80,       760.00,       750.00,       756.05,               1449237529.30,1914434,N, ,28778,       771.90,       380.50
N,TORRENT PHARMACEUTICALS L,      2901.60,      2908.00,      2932.00,      2883.00,      2924.20,                256860546.90,88011,N, ,11401,      3031.20,      2231.85
N,UNITED BREWERIES LTD,      1446.30,      1435.00,      1447.00,      1431.45,      1437.45,                371084747.95,257933,N,XDO,10273,      1498.95,       897.00
 , , , , , , , , , , , , , , , 
 ,COMPULSORY ROLLING STOCKS, , , , , , , , , , , , 
N,20 MICRONS LTD,        60.15,        60.45,        60.75,        59.20,        59.45,                  8906267.10,149027,N, ,1902,        74.90,        25.35
N,21ST CENTURY MGMT SERVICE,        22.60,        23.05,        23.05,        23.00,        23.05,                   309674.35,13436,N, ,159,        23.05,         9.45
N,3M INDIA LIMITED,     24331.55,     24360.00,     24599.35,     24250.00,     24315.35,                 30144028.75,1236,N, ,774,     31000.00,     18024.25
N,3P LAND HOLDINGS LIMITED,        12.95,        12.90,        13.40,        12.30,        12.95,                   208120.00,16112,N, ,111,        17.10,         5.80
N,5PAISA CAPITAL LIMITED,       416.75,       419.00,       424.00,       417.00,       418.95,                  4410484.70,10478,N, ,449,       465.00,       202.00
N,AAA TECHNOLOGIES LIMITED,        55.00,        56.00,        60.50,        56.00,        60.50,                  1052850.00,18000,N, ,6,        72.45,        42.00
N,AAKASH EXPLORATION SER L,       199.05,       200.00,       200.00,       197.20,       199.35,                 12307192.55,61891,N, ,579,       200.85,        48.35
N,AARTI DRUGS LTD.,       707.50,       709.65,       711.90,       704.00,       704.85,                 90411318.40,127947,N, ,6109,      3719.00,       615.65
N,AARTI INDUSTRIES LTD,       871.75,       874.50,       878.75,       853.30,       855.40,                668129254.80,773644,N, ,29043,      1863.65,       845.05
N,AARTI SURFACTANTS LIMITED,      1437.80,      1450.00,      1460.00,      1400.00,      1432.00,                 27328547.60,18979,N, ,2572,      1730.00,       833.00
N,AARVI ENCON LIMITED,        66.45,        68.80,        68.80,        66.70,        67.20,                  2850931.40,42049,N, ,453,        78.00,        27.00
N,AAVAS FINANCIERS LIMITED,      2712.40,      2690.40,      2700.00,      2655.20,      2691.45,                 49924170.45,18610,N, ,3833,      2760.40,      1262.00
N,ABB INDIA LIMITED,      1808.20,      1816.00,      1826.95,      1778.80,      1793.70,                125224701.70,69271,N, ,6381,      1857.00,       846.60
N,ADITYA BIRLA CAPITAL LTD.,       117.25,       117.40,       117.90,       114.40,       114.75,                305699647.00,2642191,N, ,26002,       139.70,        53.00
N,ADITYA BIRLA FASHION & RT,       215.75,       216.60,       218.55,       213.30,       214.00,                335531301.35,1560129,N, ,16515,       224.75,       111.80
N,ABM INTERNATIONAL LTD,        69.40,        71.90,        71.90,        68.25,        69.35,                   121895.35,1756,N, ,71,        78.25,        45.00
N,ACCELYA SOLN INDIA LTD,      1164.80,      1159.00,      1193.70,      1159.00,      1185.10,                 90759714.90,77063,N, ,4623,      1263.90,       800.00
N,ACCURACY SHIPPING LIMITED,        72.55,        70.40,        77.75,        70.40,        76.45,                  1445579.75,19371,N, ,335,        96.30,        31.25
N,ACTION CONST EQUIP LTD,       225.60,       228.30,       229.45,       222.00,       223.00,                 91985322.65,408163,N, ,10625,       247.70,        54.00
N,ACRYSIL LIMITED,       624.80,       620.00,       639.90,       615.00,       622.95,                 50792639.75,81394,N, ,4820,       666.80,       181.25
N,ADANI ENTERPRISES LIMITED,      1507.55,      1509.55,      1522.55,      1482.90,      1490.25,               5639649784.65,3759914,N,XD,75052,      1717.20,       145.20
N,ADF FOODS LIMITED,       904.20,       900.05,       910.60,       892.25,       906.00,                 23549746.90,26095,N, ,2870,      1094.70,       282.00
N,ADOR WELDING LTD,       674.55,       679.95,       716.30,       675.95,       707.90,                111836329.45,159659,N, ,10340,       716.30,       231.95
N,ADROIT INFOTECH LIMITED,        12.20,        12.80,        12.80,        12.80,        12.80,                    34176.00,2670,N, ,15,        12.80,         4.60
N,ALLIED DIGITAL SERV. LTD,        63.10,        63.50,        66.25,        63.05,        66.25,                 29964131.55,459649,N, ,3243,        74.95,        15.75
N,ADVANI HOT.& RES.(I) LTD,        67.90,        69.00,        69.75,        66.40,        66.75,                  2470818.35,36171,N, ,621,        72.00,        37.95
N,ADVANCED ENZYME TECH LTD,       414.50,       417.35,       421.00,       400.00,       409.25,                263790927.70,648211,N, ,9320,       503.70,       158.00
N,AEGIS LOGISTICS LIMITED,       343.85,       346.00,       361.90,       340.20,       357.75,                240211538.55,674187,N, ,14852,       387.90,       170.55
N,AGARWAL INDS CORP LTD.,       337.35,       343.65,       348.75,       338.00,       339.55,                 16787805.30,48767,N, ,1425,       348.75,        69.20
N,AGRI-TECH (INDIA) LIMITED,        45.85,        47.60,        47.60,        45.30,        45.60,                   524581.50,11404,N, ,152,        50.90,        25.35
N,AGRO PHOS INDIA LIMITED,        13.35,        13.70,        13.90,        13.20,        13.45,                  1666800.25,123789,N, ,435,        21.00,         7.45
N,AHLADA ENGINEERS LIMITED,       195.00,       201.00,       214.50,       183.00,       214.50,                 38988302.80,190716,N, ,2757,       219.00,        61.15
N,ASIAN HOTELS (EAST) LTD,       175.60,       176.70,       183.55,       175.15,       178.40,                   905787.95,5055,N, ,168,       204.85,       127.05
N,AHLUWALIA CONT IND LTD,       411.45,       414.75,       426.10,       392.00,       396.10,                 53807506.90,131893,N, ,10583,       427.00,       195.05
N,ASIAN HOTELS (WEST) LTD,       224.00,       227.00,       227.00,       221.00,       222.55,                  2832828.70,12641,N, ,1245,       339.40,       191.00
N,AIA ENGINEERING LIMITED,      2140.15,      2179.50,      2179.50,      2095.00,      2114.00,                 41175205.50,19283,N, ,2973,      2234.00,      1577.00
